2022-07-26 12:13:20,621 INFO  Program - Starting application
2022-07-26 12:13:20,840 INFO  PortraitBuilderForm - Portrait Builder Version 3.0.0
2022-07-26 12:13:20,841 INFO  PortraitBuilderForm - Read gamedir: D:\Games\Crusader Kings II Holy Fury
2022-07-26 12:13:20,842 INFO  PortraitBuilderForm - Configuration: CK2 directory: D:\Games\Crusader Kings II Holy Fury, Mod directory: C:\Users\Usuario\Documents\Paradox Interactive\Crusader Kings II\mod, DLC directory: C:\Users\Usuario\Documents\Paradox Interactive\Crusader Kings II\mod\soboanil\CK2Utilities\PortraitBuilder-3.0.0.2\dlc\
2022-07-26 12:13:20,842 INFO  PortraitBuilderForm - ----------------------------
2022-07-26 12:13:20,843 INFO  PortraitBuilderForm - ----------------------------
2022-07-26 12:13:20,843 INFO  PortraitBuilderForm - (Re-)loading data
2022-07-26 12:13:20,843 INFO  Loader - Loading portraits from vanilla.
2022-07-26 12:13:20,896 INFO  PortraitReader - Skipping parsing of file: D:\Games\Crusader Kings II Holy Fury\interface\chatfonts.gfx
2022-07-26 12:13:20,903 INFO  PortraitReader - Skipping parsing of file: D:\Games\Crusader Kings II Holy Fury\interface\DefaultDialog.gfx
2022-07-26 12:13:20,921 INFO  PortraitReader - Skipping parsing of file: D:\Games\Crusader Kings II Holy Fury\interface\EU3_mapitems.gfx
2022-07-26 12:13:20,928 INFO  PortraitReader - Skipping parsing of file: D:\Games\Crusader Kings II Holy Fury\interface\fonts.gfx
2022-07-26 12:13:20,937 WARN  PortraitReader - File is empty: D:\Games\Crusader Kings II Holy Fury\interface\mainmenu.gfx
2022-07-26 12:13:20,937 INFO  PortraitReader - Skipping parsing of file: D:\Games\Crusader Kings II Holy Fury\interface\mapitems.gfx
2022-07-26 12:13:21,126 INFO  Loader - Loading DLCs from D:\Games\Crusader Kings II Holy Fury\DLC
2022-07-26 12:13:21,140 INFO  Loader - Loading portraits from DLC: Dynasty Coat of Arms Pack 1
2022-07-26 12:13:21,140 INFO  Loader - Loading portraits from DLC: Mongol Face Pack
2022-07-26 12:13:21,143 INFO  Loader - Loading portraits from DLC: Songs of Albion
2022-07-26 12:13:21,143 INFO  Loader - Loading portraits from DLC: Songs of Faith
2022-07-26 12:13:21,143 INFO  Loader - Loading portraits from DLC: Ruler Designer
2022-07-26 12:13:21,143 INFO  Loader - Loading portraits from DLC: Songs of the Holy Land
2022-07-26 12:13:21,144 INFO  Loader - Loading portraits from DLC: The Sword of Islam
2022-07-26 12:13:21,144 INFO  Loader - Loading portraits from DLC: African Unit Pack
2022-07-26 12:13:21,145 INFO  Loader - Loading portraits from DLC: Songs of the Caliph
2022-07-26 12:13:21,145 INFO  Loader - Loading portraits from DLC: Dynasty Coat of Arms Pack 2
2022-07-26 12:13:21,145 INFO  Loader - Loading portraits from DLC: Legacy of Rome
2022-07-26 12:13:21,146 INFO  Loader - Loading portraits from DLC: Byzantine Unit Pack
2022-07-26 12:13:21,146 INFO  Loader - Loading portraits from DLC: African Portraits
2022-07-26 12:13:21,148 INFO  Loader - Loading portraits from DLC: Mediterranean Portraits
2022-07-26 12:13:21,150 INFO  Loader - Loading portraits from DLC: Russian Unit Pack
