###############
### Regions ###
###############
world_south_brazil;South Brazil;;;;;;;;;;;;;x
world_southeast_brazil;Southeast Brazil;;;;;;;;;;;;;x
world_centerwest_brazil;Centerwest Brazil;;;;;;;;;;;;;x
world_bahia;Bahia;;;;;;;;;;;;;x
world_northeast_brazil;Northeastern Brazil;;;;;;;;;;;;;x
world_north_brazil;North Brazil;;;;;;;;;;;;;x
world_chile;Chile;;;;;;;;;;;;;x
world_patagonia_argentina;Argentinian Patagonia;;;;;;;;;;;;;x
world_falklands;The Falklands;;;;;;;;;;;;;x
world_uruguay;Uruguay;;;;;;;;;;;;;x
world_argentina_plata;Argentinian Plata Basin;;;;;;;;;;;;;x
world_paraguay;Paraguay;;;;;;;;;;;;;x
world_interior_argentino;Argentinian Interior;;;;;;;;;;;;;x
world_bolivia;Bolivia;;;;;;;;;;;;;x
world_peru;Peru;;;;;;;;;;;;;x
world_ecuador;Ecuador;;;;;;;;;;;;;x
