###ÄNSI;;;;;;;;;;;;;;

###Valparaiso###
b_figueroa;Figueroa;;;;;;;;;;;;;x
b_figueroa_adj;Figueroa;;;;;;;;;;;;;x
b_raharoa;Raharoa
b_raharoa_adj;Raharoa
###Santos###
b_lombardi_stucchi;Lombardi Stucchi;;;;;;;;;;;;;x
b_lombardi_stucchi_adj;Lombardi Stucchi;;;;;;;;;;;;;x
b_de_andrade;de Andrade;;;;;;;;;;;;;x
b_de_andrade_adj;de Andrade;;;;;;;;;;;;;x
b_cubas;Cubas;;;;;;;;;;;;;x
b_cubas_adj;Cubas;;;;;;;;;;;;;x
b_stucchi;Stucchi;;;;;;;;;;;;;x
b_stucchi_adj;Stucchi;;;;;;;;;;;;;x
b_stucchi_vicentine;Stucchi;;;;;;;;;;;;;x
b_stucchi_vicentine_adj;Stucchi;;;;;;;;;;;;;x
b_lombardi;Lombardi;;;;;;;;;;;;;x
b_lombardi_adj;Lombardi;;;;;;;;;;;;;x
b_lombardi_vicentine;Lombardi;;;;;;;;;;;;;x
b_lombardi_vicentine_adj;Lombardi;;;;;;;;;;;;;x
b_silva_prado;Silva Prado;;;;;;;;;;;;;x
b_silva_prado_adj;Silva Prado;;;;;;;;;;;;;x
b_de_abreu;de Abreu;;;;;;;;;;;;;x
b_de_abreu_adj;de Abreu;;;;;;;;;;;;;x
b_de_abreu_bertiogan;de Abreu;;;;;;;;;;;;;x
b_de_abreu_bertiogan_adj;de Abreu;;;;;;;;;;;;;x
b_graeff;Graeff;;;;;;;;;;;;;x
b_graeff_adj;Graeff;;;;;;;;;;;;;x
b_schertz;Schertz;;;;;;;;;;;;;x
b_schertz_adj;Schertz;;;;;;;;;;;;;x
b_de_camargo;de Camargo;;;;;;;;;;;;;x
b_de_camargo_adj;de Camargo;;;;;;;;;;;;;x
b_schimidt;Schimidt;;;;;;;;;;;;;x
b_schimidt_adj;Schimidt;;;;;;;;;;;;;x
